population_group,measure,location,sex,age,cause,metric,val
All Population,Incidence,Iran (Islamic Republic of),Male,90-94 years,Alzheimer's disease and other dementias,Percent,0.006843527
All Population,Incidence,Iran (Islamic Republic of),Female,90-94 years,Alzheimer's disease and other dementias,Percent,0.008932614
All Population,Incidence,Iran (Islamic Republic of),Both,90-94 years,Alzheimer's disease and other dementias,Percent,0.007898206
All Population,Incidence,Iran (Islamic Republic of),Male,60+ years,Alzheimer's disease and other dementias,Number,27615.80339023591
All Population,Incidence,Iran (Islamic Republic of),Female,60+ years,Alzheimer's disease and other dementias,Number,37983.29137475123
All Population,Incidence,Iran (Islamic Republic of),Both,60+ years,Alzheimer's disease and other dementias,Number,65599.09476498715
All Population,Incidence,Iran (Islamic Republic of),Male,60+ years,Alzheimer's disease and other dementias,Percent,0.001302203
All Population,Incidence,Iran (Islamic Republic of),Female,60+ years,Alzheimer's disease and other dementias,Percent,0.00161936
All Population,Incidence,Iran (Islamic Republic of),Both,60+ years,Alzheimer's disease and other dementias,Percent,0.001468731
All Population,Incidence,Iran (Islamic Republic of),Male,95+ years,Alzheimer's disease and other dementias,Number,447.45129300317615
All Population,Incidence,Iran (Islamic Republic of),Female,95+ years,Alzheimer's disease and other dementias,Number,717.2809566439358
All Population,Incidence,Iran (Islamic Republic of),Both,95+ years,Alzheimer's disease and other dementias,Number,1164.732249647113
All Population,Incidence,Iran (Islamic Republic of),Male,95+ years,Alzheimer's disease and other dementias,Percent,0.007249258
All Population,Incidence,Iran (Islamic Republic of),Female,95+ years,Alzheimer's disease and other dementias,Percent,0.010668876
All Population,Incidence,Iran (Islamic Republic of),Both,95+ years,Alzheimer's disease and other dementias,Percent,0.009024347
All Population,Incidence,Chile,Male,60-64 years,Alzheimer's disease and other dementias,Number,580.0819030471089
All Population,Incidence,Chile,Female,60-64 years,Alzheimer's disease and other dementias,Number,779.2643246695155
All Population,Incidence,Chile,Both,60-64 years,Alzheimer's disease and other dementias,Number,1359.3462277166254
All Population,Incidence,Chile,Male,60-64 years,Alzheimer's disease and other dementias,Percent,0.000257308
All Population,Incidence,Chile,Female,60-64 years,Alzheimer's disease and other dementias,Percent,0.00028244
All Population,Incidence,Chile,Both,60-64 years,Alzheimer's disease and other dementias,Percent,0.000271077
All Population,Incidence,Chile,Male,65-69 years,Alzheimer's disease and other dementias,Number,1039.3153949839436
All Population,Incidence,Chile,Female,65-69 years,Alzheimer's disease and other dementias,Number,1450.6673236299894
All Population,Incidence,Chile,Both,65-69 years,Alzheimer's disease and other dementias,Number,2489.9827186139314
All Population,Incidence,Chile,Male,65-69 years,Alzheimer's disease and other dementias,Percent,0.00059828
All Population,Incidence,Chile,Female,65-69 years,Alzheimer's disease and other dementias,Percent,0.000673395
All Population,Incidence,Chile,Both,65-69 years,Alzheimer's disease and other dementias,Percent,0.000639739
All Population,Incidence,Chile,Male,70-74 years,Alzheimer's disease and other dementias,Number,1645.977237468475
All Population,Incidence,Chile,Female,70-74 years,Alzheimer's disease and other dementias,Number,2507.768333526304
All Population,Incidence,Chile,Both,70-74 years,Alzheimer's disease and other dementias,Number,4153.745570994781
All Population,Incidence,Chile,Male,70-74 years,Alzheimer's disease and other dementias,Percent,0.00122012
All Population,Incidence,Chile,Female,70-74 years,Alzheimer's disease and other dementias,Percent,0.001481189
All Population,Incidence,Chile,Both,70-74 years,Alzheimer's disease and other dementias,Percent,0.001365186
All Population,Incidence,Chile,Male,75-79 years,Alzheimer's disease and other dementias,Number,2199.0224866415365
All Population,Incidence,Chile,Female,75-79 years,Alzheimer's disease and other dementias,Number,3699.2924560369615
All Population,Incidence,Chile,Both,75-79 years,Alzheimer's disease and other dementias,Number,5898.314942678502
All Population,Incidence,Chile,Male,75-79 years,Alzheimer's disease and other dementias,Percent,0.002396568
All Population,Incidence,Chile,Female,75-79 years,Alzheimer's disease and other dementias,Percent,0.003044025
All Population,Incidence,Chile,Both,75-79 years,Alzheimer's disease and other dementias,Percent,0.002764999
All Population,Incidence,Chile,Male,80-84 years,Alzheimer's disease and other dementias,Number,2407.4064653050687
All Population,Incidence,Chile,Female,80-84 years,Alzheimer's disease and other dementias,Number,4300.797336163927
All Population,Incidence,Chile,Both,80-84 years,Alzheimer's disease and other dementias,Number,6708.203801468997
All Population,Incidence,Chile,Male,80-84 years,Alzheimer's disease and other dementias,Percent,0.004213709
All Population,Incidence,Chile,Female,80-84 years,Alzheimer's disease and other dementias,Percent,0.005072567
All Population,Incidence,Chile,Both,80-84 years,Alzheimer's disease and other dementias,Percent,0.004726347
All Population,Incidence,Chile,Male,85-89 years,Alzheimer's disease and other dementias,Number,1807.6188101680573
All Population,Incidence,Chile,Female,85-89 years,Alzheimer's disease and other dementias,Number,3658.3627386330495
All Population,Incidence,Chile,Both,85-89 years,Alzheimer's disease and other dementias,Number,5465.9815488011045
All Population,Incidence,Chile,Male,85-89 years,Alzheimer's disease and other dementias,Percent,0.00606215
All Population,Incidence,Chile,Female,85-89 years,Alzheimer's disease and other dementias,Percent,0.00679119
All Population,Incidence,Chile,Both,85-89 years,Alzheimer's disease and other dementias,Percent,0.00653083
All Population,Incidence,Chile,Male,90-94 years,Alzheimer's disease and other dementias,Number,1119.1105667001627
All Population,Incidence,Chile,Female,90-94 years,Alzheimer's disease and other dementias,Number,2628.1219306504586
All Population,Incidence,Chile,Both,90-94 years,Alzheimer's disease and other dementias,Number,3747.2324973506215
All Population,Incidence,Chile,Male,90-94 years,Alzheimer's disease and other dementias,Percent,0.00820066
All Population,Incidence,Chile,Female,90-94 years,Alzheimer's disease and other dementias,Percent,0.008465053
All Population,Incidence,Chile,Both,90-94 years,Alzheimer's disease and other dementias,Percent,0.008382921
All Population,Incidence,Chile,Male,60+ years,Alzheimer's disease and other dementias,Number,11236.516476898312
All Population,Incidence,Chile,Female,60+ years,Alzheimer's disease and other dementias,Number,20218.62895
All Population,Incidence,Chile,Both,60+ years,Alzheimer's disease and other dementias,Number,31455.145429909506
All Population,Incidence,Chile,Male,60+ years,Alzheimer's disease and other dementias,Percent,0.001533803
All Population,Incidence,Chile,Female,60+ years,Alzheimer's disease and other dementias,Percent,0.002092602
All Population,Incidence,Chile,Both,60+ years,Alzheimer's disease and other dementias,Percent,0.001851458
All Population,Incidence,Chile,Male,95+ years,Alzheimer's disease and other dementias,Number,437.98361258395954
All Population,Incidence,Chile,Female,95+ years,Alzheimer's disease and other dementias,Number,1194.354509700981
All Population,Incidence,Chile,Both,95+ years,Alzheimer's disease and other dementias,Number,1632.3381222849416
All Population,Incidence,Chile,Male,95+ years,Alzheimer's disease and other dementias,Percent,0.009711791
All Population,Incidence,Chile,Female,95+ years,Alzheimer's disease and other dementias,Percent,0.009685383
All Population,Incidence,Chile,Both,95+ years,Alzheimer's disease and other dementias,Percent,0.009690511
All Population,Incidence,Armenia,Male,60-64 years,Alzheimer's disease and other dementias,Number,113.236807
All Population,Incidence,Armenia,Female,60-64 years,Alzheimer's disease and other dementias,Number,178.40156722275768
All Population,Incidence,Armenia,Both,60-64 years,Alzheimer's disease and other dementias,Number,291.6383741781417
All Population,Incidence,Armenia,Male,60-64 years,Alzheimer's disease and other dementias,Percent,0.000232045
All Population,Incidence,Armenia,Female,60-64 years,Alzheimer's disease and other dementias,Percent,0.000275944
All Population,Incidence,Armenia,Both,60-64 years,Alzheimer's disease and other dementias,Percent,0.000257027
All Population,Incidence,Armenia,Male,65-69 years,Alzheimer's disease and other dementias,Number,186.80717126811317
All Population,Incidence,Armenia,Female,65-69 years,Alzheimer's disease and other dementias,Number,311.38097467766767
All Population,Incidence,Armenia,Both,65-69 years,Alzheimer's disease and other dementias,Number,498.1881459457808
All Population,Incidence,Armenia,Male,65-69 years,Alzheimer's disease and other dementias,Percent,0.000522669
All Population,Incidence,Armenia,Female,65-69 years,Alzheimer's disease and other dementias,Percent,0.00062692
All Population,Incidence,Armenia,Both,65-69 years,Alzheimer's disease and other dementias,Percent,0.000583255
All Population,Incidence,Armenia,Male,70-74 years,Alzheimer's disease and other dementias,Number,267.3298626290676
All Population,Incidence,Armenia,Female,70-74 years,Alzheimer's disease and other dementias,Number,479.2763872973158
All Population,Incidence,Armenia,Both,70-74 years,Alzheimer's disease and other dementias,Number,746.6062499
All Population,Incidence,Armenia,Male,70-74 years,Alzheimer's disease and other dementias,Percent,0.001185174
All Population,Incidence,Armenia,Female,70-74 years,Alzheimer's disease and other dementias,Percent,0.001434297
All Population,Incidence,Armenia,Both,70-74 years,Alzheimer's disease and other dementias,Percent,0.00133373
All Population,Incidence,Armenia,Male,75-79 years,Alzheimer's disease and other dementias,Number,221.7272474510272
All Population,Incidence,Armenia,Female,75-79 years,Alzheimer's disease and other dementias,Number,425.0383778802346
All Population,Incidence,Armenia,Both,75-79 years,Alzheimer's disease and other dementias,Number,646.7656253312615
All Population,Incidence,Armenia,Male,75-79 years,Alzheimer's disease and other dementias,Percent,0.002393933
All Population,Incidence,Armenia,Female,75-79 years,Alzheimer's disease and other dementias,Percent,0.0028863
All Population,Incidence,Armenia,Both,75-79 years,Alzheimer's disease and other dementias,Percent,0.002695896
All Population,Incidence,Armenia,Male,80-84 years,Alzheimer's disease and other dementias,Number,341.9296422375777
All Population,Incidence,Armenia,Female,80-84 years,Alzheimer's disease and other dementias,Number,755.6014932457798
All Population,Incidence,Armenia,Both,80-84 years,Alzheimer's disease and other dementias,Number,1097.5311354833575
All Population,Incidence,Armenia,Male,80-84 years,Alzheimer's disease and other dementias,Percent,0.003957378
All Population,Incidence,Armenia,Female,80-84 years,Alzheimer's disease and other dementias,Percent,0.004876925
All Population,Incidence,Armenia,Both,80-84 years,Alzheimer's disease and other dementias,Percent,0.00454751
All Population,Incidence,Armenia,Male,85-89 years,Alzheimer's disease and other dementias,Number,286.03342910547923
All Population,Incidence,Armenia,Female,85-89 years,Alzheimer's disease and other dementias,Number,588.0068659
All Population,Incidence,Armenia,Both,85-89 years,Alzheimer's disease and other dementias,Number,874.0402949703972
All Population,Incidence,Armenia,Male,85-89 years,Alzheimer's disease and other dementias,Percent,0.006645398
All Population,Incidence,Armenia,Female,85-89 years,Alzheimer's disease and other dementias,Percent,0.008199153
All Population,Incidence,Armenia,Both,85-89 years,Alzheimer's disease and other dementias,Percent,0.007615888
All Population,Incidence,Armenia,Male,90-94 years,Alzheimer's disease and other dementias,Number,148.54601517646051
All Population,Incidence,Armenia,Female,90-94 years,Alzheimer's disease and other dementias,Number,282.60118234901495
All Population,Incidence,Armenia,Both,90-94 years,Alzheimer's disease and other dementias,Number,431.14719752547535
All Population,Incidence,Armenia,Male,90-94 years,Alzheimer's disease and other dementias,Percent,0.009122604
All Population,Incidence,Armenia,Female,90-94 years,Alzheimer's disease and other dementias,Percent,0.011167676
All Population,Incidence,Armenia,Both,90-94 years,Alzheimer's disease and other dementias,Percent,0.010365835
All Population,Incidence,Armenia,Male,60+ years,Alzheimer's disease and other dementias,Number,1613.2402440662042
All Population,Incidence,Armenia,Female,60+ years,Alzheimer's disease and other dementias,Number,3101.006370897557
All Population,Incidence,Armenia,Both,60+ years,Alzheimer's disease and other dementias,Number,4714.246614963763
All Population,Incidence,Armenia,Male,60+ years,Alzheimer's disease and other dementias,Percent,0.001227166
All Population,Incidence,Armenia,Female,60+ years,Alzheimer's disease and other dementias,Percent,0.001646163
All Population,Incidence,Armenia,Both,60+ years,Alzheimer's disease and other dementias,Percent,0.00147387
All Population,Incidence,Armenia,Male,95+ years,Alzheimer's disease and other dementias,Number,47.63006924309579
All Population,Incidence,Armenia,Female,95+ years,Alzheimer's disease and other dementias,Number,80.69952235987095
All Population,Incidence,Armenia,Both,95+ years,Alzheimer's disease and other dementias,Number,128.3295916029667
All Population,Incidence,Armenia,Male,95+ years,Alzheimer's disease and other dementias,Percent,0.01301262
All Population,Incidence,Armenia,Female,95+ years,Alzheimer's disease and other dementias,Percent,0.014115951
All Population,Incidence,Armenia,Both,95+ years,Alzheimer's disease and other dementias,Percent,0.013678997
All Population,Incidence,Djibouti,Male,60-64 years,Alzheimer's disease and other dementias,Number,15.916366653603893
All Population,Incidence,Djibouti,Female,60-64 years,Alzheimer's disease and other dementias,Number,18.32200148060044
All Population,Incidence,Djibouti,Both,60-64 years,Alzheimer's disease and other dementias,Number,34.238368134204336
All Population,Incidence,Djibouti,Male,60-64 years,Alzheimer's disease and other dementias,Percent,0.000233078
All Population,Incidence,Djibouti,Female,60-64 years,Alzheimer's disease and other dementias,Percent,0.000304752
All Population,Incidence,Djibouti,Both,60-64 years,Alzheimer's disease and other dementias,Percent,0.000266574
All Population,Incidence,Djibouti,Male,65-69 years,Alzheimer's disease and other dementias,Number,23.061830770403017
All Population,Incidence,Djibouti,Female,65-69 years,Alzheimer's disease and other dementias,Number,29.19215276019957
All Population,Incidence,Djibouti,Both,65-69 years,Alzheimer's disease and other dementias,Number,52.25398353
All Population,Incidence,Djibouti,Male,65-69 years,Alzheimer's disease and other dementias,Percent,0.000501197
All Population,Incidence,Djibouti,Female,65-69 years,Alzheimer's disease and other dementias,Percent,0.000740743
All Population,Incidence,Djibouti,Both,65-69 years,Alzheimer's disease and other dementias,Percent,0.000611665
All Population,Incidence,Djibouti,Male,70-74 years,Alzheimer's disease and other dementias,Number,27.304289690926083
All Population,Incidence,Djibouti,Female,70-74 years,Alzheimer's disease and other dementias,Number,41.27903239174512
All Population,Incidence,Djibouti,Both,70-74 years,Alzheimer's disease and other dementias,Number,68.58332208267117
All Population,Incidence,Djibouti,Male,70-74 years,Alzheimer's disease and other dementias,Percent,0.000943897
All Population,Incidence,Djibouti,Female,70-74 years,Alzheimer's disease and other dementias,Percent,0.001428584
All Population,Incidence,Djibouti,Both,70-74 years,Alzheimer's disease and other dementias,Percent,0.001185929
All Population,Incidence,Djibouti,Male,75-79 years,Alzheimer's disease and other dementias,Number,27.143850115397704
All Population,Incidence,Djibouti,Female,75-79 years,Alzheimer's disease and other dementias,Number,42.37477115339445
All Population,Incidence,Djibouti,Both,75-79 years,Alzheimer's disease and other dementias,Number,69.51862127
All Population,Incidence,Djibouti,Male,75-79 years,Alzheimer's disease and other dementias,Percent,0.001786092
All Population,Incidence,Djibouti,Female,75-79 years,Alzheimer's disease and other dementias,Percent,0.0025692
All Population,Incidence,Djibouti,Both,75-79 years,Alzheimer's disease and other dementias,Percent,0.002193347
All Population,Incidence,Djibouti,Male,80-84 years,Alzheimer's disease and other dementias,Number,25.116264719212587
All Population,Incidence,Djibouti,Female,80-84 years,Alzheimer's disease and other dementias,Number,42.21002926
All Population,Incidence,Djibouti,Both,80-84 years,Alzheimer's disease and other dementias,Number,67.32629398098659
All Population,Incidence,Djibouti,Male,80-84 years,Alzheimer's disease and other dementias,Percent,0.003243433
All Population,Incidence,Djibouti,Female,80-84 years,Alzheimer's disease and other dementias,Percent,0.004524129
All Population,Incidence,Djibouti,Both,80-84 years,Alzheimer's disease and other dementias,Percent,0.003942465
All Population,Incidence,Djibouti,Male,85-89 years,Alzheimer's disease and other dementias,Number,18.513505315946503
All Population,Incidence,Djibouti,Female,85-89 years,Alzheimer's disease and other dementias,Number,31.76582770253649
All Population,Incidence,Djibouti,Both,85-89 years,Alzheimer's disease and other dementias,Number,50.27933301848298
All Population,Incidence,Djibouti,Male,85-89 years,Alzheimer's disease and other dementias,Percent,0.005076706
All Population,Incidence,Djibouti,Female,85-89 years,Alzheimer's disease and other dementias,Percent,0.006764511
All Population,Incidence,Djibouti,Both,85-89 years,Alzheimer's disease and other dementias,Percent,0.006025518
All Population,Incidence,Djibouti,Male,90-94 years,Alzheimer's disease and other dementias,Number,9.09617953
All Population,Incidence,Djibouti,Female,90-94 years,Alzheimer's disease and other dementias,Number,15.78090559536506
All Population,Incidence,Djibouti,Both,90-94 years,Alzheimer's disease and other dementias,Number,24.87708512495796
All Population,Incidence,Djibouti,Male,90-94 years,Alzheimer's disease and other dementias,Percent,0.006592577
All Population,Incidence,Djibouti,Female,90-94 years,Alzheimer's disease and other dementias,Percent,0.007993729
All Population,Incidence,Djibouti,Both,90-94 years,Alzheimer's disease and other dementias,Percent,0.007415626
All Population,Incidence,Djibouti,Male,60+ years,Alzheimer's disease and other dementias,Number,150.38230397955255
All Population,Incidence,Djibouti,Female,60+ years,Alzheimer's disease and other dementias,Number,229.12642374677552
All Population,Incidence,Djibouti,Both,60+ years,Alzheimer's disease and other dementias,Number,379.50872772632783
All Population,Incidence,Djibouti,Male,60+ years,Alzheimer's disease and other dementias,Percent,0.000874458
All Population,Incidence,Djibouti,Female,60+ years,Alzheimer's disease and other dementias,Percent,0.001413584
All Population,Incidence,Djibouti,Both,60+ years,Alzheimer's disease and other dementias,Percent,0.001135943
All Population,Incidence,Djibouti,Male,95+ years,Alzheimer's disease and other dementias,Number,4.230017184469737
All Population,Incidence,Djibouti,Female,95+ years,Alzheimer's disease and other dementias,Number,8.201703401160417
All Population,Incidence,Djibouti,Both,95+ years,Alzheimer's disease and other dementias,Number,12.431720585630158
All Population,Incidence,Djibouti,Male,95+ years,Alzheimer's disease and other dementias,Percent,0.007600014
All Population,Incidence,Djibouti,Female,95+ years,Alzheimer's disease and other dementias,Percent,0.008427628
All Population,Incidence,Djibouti,Both,95+ years,Alzheimer's disease and other dementias,Percent,0.008124043
All Population,Incidence,Zambia,Male,60-64 years,Alzheimer's disease and other dementias,Number,108.20270336918269
All Population,Incidence,Zambia,Female,60-64 years,Alzheimer's disease and other dementias,Number,181.8434009654089
All Population,Incidence,Zambia,Both,60-64 years,Alzheimer's disease and other dementias,Number,290.0461043345916
All Population,Incidence,Zambia,Male,60-64 years,Alzheimer's disease and other dementias,Percent,0.000211869
All Population,Incidence,Zambia,Female,60-64 years,Alzheimer's disease and other dementias,Percent,0.000292668
All Population,Incidence,Zambia,Both,60-64 years,Alzheimer's disease and other dementias,Percent,0.000256151
All Population,Incidence,Zambia,Male,65-69 years,Alzheimer's disease and other dementias,Number,159.89953534773502
All Population,Incidence,Zambia,Female,65-69 years,Alzheimer's disease and other dementias,Number,342.2780149780777
All Population,Incidence,Zambia,Both,65-69 years,Alzheimer's disease and other dementias,Number,502.1775503
All Population,Incidence,Zambia,Male,65-69 years,Alzheimer's disease and other dementias,Percent,0.000465803
All Population,Incidence,Zambia,Female,65-69 years,Alzheimer's disease and other dementias,Percent,0.000732998
All Population,Incidence,Zambia,Both,65-69 years,Alzheimer's disease and other dementias,Percent,0.00061969
All Population,Incidence,Zambia,Male,70-74 years,Alzheimer's disease and other dementias,Number,204.3464578355019
All Population,Incidence,Zambia,Female,70-74 years,Alzheimer's disease and other dementias,Number,460.79196960186295
All Population,Incidence,Zambia,Both,70-74 years,Alzheimer's disease and other dementias,Number,665.1384274373648
All Population,Incidence,Zambia,Male,70-74 years,Alzheimer's disease and other dementias,Percent,0.000886251
All Population,Incidence,Zambia,Female,70-74 years,Alzheimer's disease and other dementias,Percent,0.001421293
All Population,Incidence,Zambia,Both,70-74 years,Alzheimer's disease and other dementias,Percent,0.001198609
All Population,Incidence,Zambia,Male,75-79 years,Alzheimer's disease and other dementias,Number,225.1691208602776
All Population,Incidence,Zambia,Female,75-79 years,Alzheimer's disease and other dementias,Number,511.5114554251402
All Population,Incidence,Zambia,Both,75-79 years,Alzheimer's disease and other dementias,Number,736.6805762854179
All Population,Incidence,Zambia,Male,75-79 years,Alzheimer's disease and other dementias,Percent,0.001650508
All Population,Incidence,Zambia,Female,75-79 years,Alzheimer's disease and other dementias,Percent,0.002541494
All Population,Incidence,Zambia,Both,75-79 years,Alzheimer's disease and other dementias,Percent,0.002180623
All Population,Incidence,Zambia,Male,80-84 years,Alzheimer's disease and other dementias,Number,212.8039345782617
All Population,Incidence,Zambia,Female,80-84 years,Alzheimer's disease and other dementias,Number,450.8451023032486
All Population,Incidence,Zambia,Both,80-84 years,Alzheimer's disease and other dementias,Number,663.6490369
All Population,Incidence,Zambia,Male,80-84 years,Alzheimer's disease and other dementias,Percent,0.002978868
All Population,Incidence,Zambia,Female,80-84 years,Alzheimer's disease and other dementias,Percent,0.004527481
All Population,Incidence,Zambia,Both,80-84 years,Alzheimer's disease and other dementias,Percent,0.003879285
All Population,Incidence,Zambia,Male,85-89 years,Alzheimer's disease and other dementias,Number,145.71842161087017
All Population,Incidence,Zambia,Female,85-89 years,Alzheimer's disease and other dementias,Number,267.4955139
All Population,Incidence,Zambia,Both,85-89 years,Alzheimer's disease and other dementias,Number,413.2139355258664
All Population,Incidence,Zambia,Male,85-89 years,Alzheimer's disease and other dementias,Percent,0.004685798
All Population,Incidence,Zambia,Female,85-89 years,Alzheimer's disease and other dementias,Percent,0.006728738
All Population,Incidence,Zambia,Both,85-89 years,Alzheimer's disease and other dementias,Percent,0.005829705
All Population,Incidence,Zambia,Male,90-94 years,Alzheimer's disease and other dementias,Number,59.28080080490382
All Population,Incidence,Zambia,Female,90-94 years,Alzheimer's disease and other dementias,Number,99.47824553179782
All Population,Incidence,Zambia,Both,90-94 years,Alzheimer's disease and other dementias,Number,158.75904633670174
All Population,Incidence,Zambia,Male,90-94 years,Alzheimer's disease and other dementias,Percent,0.006239768
All Population,Incidence,Zambia,Female,90-94 years,Alzheimer's disease and other dementias,Percent,0.008059641
All Population,Incidence,Zambia,Both,90-94 years,Alzheimer's disease and other dementias,Percent,0.007265203
All Population,Incidence,Zambia,Male,60+ years,Alzheimer's disease and other dementias,Number,1133.402192174867
All Population,Incidence,Zambia,Female,60+ years,Alzheimer's disease and other dementias,Number,2345.074585606595
All Population,Incidence,Zambia,Both,60+ years,Alzheimer's disease and other dementias,Number,3478.476777781464
All Population,Incidence,Zambia,Male,60+ years,Alzheimer's disease and other dementias,Percent,0.00084701
All Population,Incidence,Zambia,Female,60+ years,Alzheimer's disease and other dementias,Percent,0.001323397
All Population,Incidence,Zambia,Both,60+ years,Alzheimer's disease and other dementias,Percent,0.001118231
All Population,Incidence,Zambia,Male,95+ years,Alzheimer's disease and other dementias,Number,17.981217768134446
All Population,Incidence,Zambia,Female,95+ years,Alzheimer's disease and other dementias,Number,30.830882886064416
All Population,Incidence,Zambia,Both,95+ years,Alzheimer's disease and other dementias,Number,48.812100654198815
All Population,Incidence,Zambia,Male,95+ years,Alzheimer's disease and other dementias,Percent,0.007276142
All Population,Incidence,Zambia,Female,95+ years,Alzheimer's disease and other dementias,Percent,0.008443087
All Population,Incidence,Zambia,Both,95+ years,Alzheimer's disease and other dementias,Percent,0.007969191
All Population,Incidence,Ecuador,Male,60-64 years,Alzheimer's disease and other dementias,Number,273.90009815265694
All Population,Incidence,Ecuador,Female,60-64 years,Alzheimer's disease and other dementias,Number,363.1394760714008
All Population,Incidence,Ecuador,Both,60-64 years,Alzheimer's disease and other dementias,Number,637.0395742240576
All Population,Incidence,Ecuador,Male,60-64 years,Alzheimer's disease and other dementias,Percent,0.000173923
All Population,Incidence,Ecuador,Female,60-64 years,Alzheimer's disease and other dementias,Percent,0.000194119
All Population,Incidence,Ecuador,Both,60-64 years,Alzheimer's disease and other dementias,Percent,0.000184861
All Population,Incidence,Ecuador,Male,65-69 years,Alzheimer's disease and other dementias,Number,459.8180823
All Population,Incidence,Ecuador,Female,65-69 years,Alzheimer's disease and other dementias,Number,596.1679224057502
All Population,Incidence,Ecuador,Both,65-69 years,Alzheimer's disease and other dementias,Number,1055.9860046716783
All Population,Incidence,Ecuador,Male,65-69 years,Alzheimer's disease and other dementias,Percent,0.000360826
All Population,Incidence,Ecuador,Female,65-69 years,Alzheimer's disease and other dementias,Percent,0.00039554
All Population,Incidence,Ecuador,Both,65-69 years,Alzheimer's disease and other dementias,Percent,0.000379576
All Population,Incidence,Ecuador,Male,70-74 years,Alzheimer's disease and other dementias,Number,744.6959765952513
All Population,Incidence,Ecuador,Female,70-74 years,Alzheimer's disease and other dementias,Number,965.5040607
All Population,Incidence,Ecuador,Both,70-74 years,Alzheimer's disease and other dementias,Number,1710.2000373418302
All Population,Incidence,Ecuador,Male,70-74 years,Alzheimer's disease and other dementias,Percent,0.000789367
All Population,Incidence,Ecuador,Female,70-74 years,Alzheimer's disease and other dementias,Percent,0.000871422
All Population,Incidence,Ecuador,Both,70-74 years,Alzheimer's disease and other dementias,Percent,0.000833601
All Population,Incidence,Ecuador,Male,75-79 years,Alzheimer's disease and other dementias,Number,1029.180209072707
All Population,Incidence,Ecuador,Female,75-79 years,Alzheimer's disease and other dementias,Number,1396.1170882907777
All Population,Incidence,Ecuador,Both,75-79 years,Alzheimer's disease and other dementias,Number,2425.297297363486
All Population,Incidence,Ecuador,Male,75-79 years,Alzheimer's disease and other dementias,Percent,0.00155897
All Population,Incidence,Ecuador,Female,75-79 years,Alzheimer's disease and other dementias,Percent,0.001752825
All Population,Incidence,Ecuador,Both,75-79 years,Alzheimer's disease and other dementias,Percent,0.001664784
All Population,Incidence,Ecuador,Male,80-84 years,Alzheimer's disease and other dementias,Number,1029.6485809779913
All Population,Incidence,Ecuador,Female,80-84 years,Alzheimer's disease and other dementias,Number,1546.786296152005
All Population,Incidence,Ecuador,Both,80-84 years,Alzheimer's disease and other dementias,Number,2576.4348771299965
All Population,Incidence,Ecuador,Male,80-84 years,Alzheimer's disease and other dementias,Percent,0.002453297
All Population,Incidence,Ecuador,Female,80-84 years,Alzheimer's disease and other dementias,Percent,0.002867545
All Population,Incidence,Ecuador,Both,80-84 years,Alzheimer's disease and other dementias,Percent,0.002686056
All Population,Incidence,Ecuador,Male,85-89 years,Alzheimer's disease and other dementias,Number,816.5373896688536
All Population,Incidence,Ecuador,Female,85-89 years,Alzheimer's disease and other dementias,Number,1410.9326822096298
All Population,Incidence,Ecuador,Both,85-89 years,Alzheimer's disease and other dementias,Number,2227.470071878483
All Population,Incidence,Ecuador,Male,85-89 years,Alzheimer's disease and other dementias,Percent,0.003542937
All Population,Incidence,Ecuador,Female,85-89 years,Alzheimer's disease and other dementias,Percent,0.004214577
All Population,Incidence,Ecuador,Both,85-89 years,Alzheimer's disease and other dementias,Percent,0.003940521
All Population,Incidence,Ecuador,Male,90-94 years,Alzheimer's disease and other dementias,Number,452.6602755055025
All Population,Incidence,Ecuador,Female,90-94 years,Alzheimer's disease and other dementias,Number,792.8657097043447
All Population,Incidence,Ecuador,Both,90-94 years,Alzheimer's disease and other dementias,Number,1245.525985209845
All Population,Incidence,Ecuador,Male,90-94 years,Alzheimer's disease and other dementias,Percent,0.004773348
All Population,Incidence,Ecuador,Female,90-94 years,Alzheimer's disease and other dementias,Percent,0.005465807
All Population,Incidence,Ecuador,Both,90-94 years,Alzheimer's disease and other dementias,Percent,0.005191704
All Population,Incidence,Ecuador,Male,60+ years,Alzheimer's disease and other dementias,Number,4887.407791713408
All Population,Incidence,Ecuador,Female,60+ years,Alzheimer's disease and other dementias,Number,7189.077674574641
All Population,Incidence,Ecuador,Both,60+ years,Alzheimer's disease and other dementias,Number,12076.485466288066
All Population,Incidence,Ecuador,Male,60+ years,Alzheimer's disease and other dementias,Percent,0.000936567
All Population,Incidence,Ecuador,Female,60+ years,Alzheimer's disease and other dementias,Percent,0.001136344
All Population,Incidence,Ecuador,Both,60+ years,Alzheimer's disease and other dementias,Percent,0.001045963
All Population,Incidence,Ecuador,Male,95+ years,Alzheimer's disease and other dementias,Number,80.96717947
All Population,Incidence,Ecuador,Female,95+ years,Alzheimer's disease and other dementias,Number,117.56443899415476
All Population,Incidence,Ecuador,Both,95+ years,Alzheimer's disease and other dementias,Number,198.5316184686679
All Population,Incidence,Ecuador,Male,95+ years,Alzheimer's disease and other dementias,Percent,0.00564276
All Population,Incidence,Ecuador,Female,95+ years,Alzheimer's disease and other dementias,Percent,0.006485414
All Population,Incidence,Ecuador,Both,95+ years,Alzheimer's disease and other dementias,Percent,0.00611209
All Population,Incidence,Andorra,Male,60-64 years,Alzheimer's disease and other dementias,Number,3.3807009401176384
